weight_kg,distance_km,is_express,is_fragile,shipping_cost
22.69,72.59,0,0,21.46
25.77,343.01,0,0,20.49
31.52,1830.36,1,0,60.84
46.36,2462.63,0,1,67.01
1.45,859.31,0,0,11.9
24.1,721.44,1,0,35.85
34.54,2361.99,0,1,62.19
36.27,173.86,0,0,24.89
34.78,1111.3,0,0,35.22
7.15,1519.9,1,0,39.66
15.32,1683.24,0,0,29.32
18.26,2187.2,0,1,47.68
40.32,1067.76,0,0,35.16
14.3,1839.99,0,0,32.11
10.93,1758.2,0,0,27.74
47.89,1645.11,0,1,62.65
0.94,1923.25,0,1,40.66
49.89,782.05,0,0,35.57
34.0,258.52,0,0,21.29
41.51,362.22,0,0,28.98
15.08,677.62,0,0,18.01
1.21,1503.09,0,1,36.48
37.02,2522.13,0,1,61.94
41.79,2105.37,0,1,60.41
37.15,2368.18,0,0,49.89
7.57,1056.17,1,1,45.28
37.79,1216.94,0,1,49.31
38.56,1184.08,0,0,36.17
33.1,579.66,0,0,30.79
38.42,188.34,0,0,26.83
42.37,1774.79,1,0,63.16
30.87,2967.7,0,1,63.23
4.89,504.65,0,0,15.06
24.64,144.82,0,0,24.56
4.34,2339.7,0,0,28.59
20.67,761.5,0,0,20.0
20.65,2489.78,0,1,55.66
3.77,2113.29,1,0,51.34
17.77,2837.29,0,0,42.03
5.99,1229.74,0,0,17.66
40.51,1987.6,0,0,44.86
47.41,1397.24,0,0,44.17
4.08,1893.61,0,1,39.96
47.78,1351.55,0,0,43.92
26.37,569.95,0,0,26.8
15.33,1526.15,0,0,28.53
4.3,1588.11,1,0,38.84
25.28,2432.76,0,1,59.04
39.83,2207.88,1,0,66.93
35.5,1993.06,0,0,40.29
2.99,344.59,0,0,9.27
4.11,2163.25,1,0,49.09
20.44,1503.41,0,0,28.25
15.12,2682.83,1,0,70.79
12.0,2760.01,1,0,71.63
14.41,170.19,0,1,28.02
40.27,2462.82,0,0,49.99
46.5,117.9,0,0,28.96
20.55,1104.67,1,1,55.14
45.35,1629.19,1,1,78.52
16.41,448.56,0,0,13.25
24.08,2240.21,0,0,40.63
11.69,30.02,0,0,7.88
32.2,509.95,0,0,30.6
48.96,1744.49,0,0,48.03
30.37,2144.59,0,0,39.57
18.21,2750.35,0,0,41.01
32.57,2117.96,0,0,41.74
6.58,2016.98,1,0,49.94
44.49,1186.05,1,0,53.57
25.4,8.85,1,0,15.01
22.74,364.88,1,0,28.27
29.5,1605.99,0,0,39.82
31.43,2027.01,0,0,38.8
4.05,1255.26,0,0,19.76
34.29,2193.38,1,0,70.29
12.48,1567.98,1,0,45.68
35.84,227.16,1,0,26.62
41.22,580.09,1,0,39.25
40.3,2520.79,0,0,57.85
27.85,2176.11,0,0,40.95
26.25,2684.81,0,0,43.39
7.57,357.08,0,0,12.79
38.88,2970.72,0,0,54.76
13.93,632.17,0,0,16.98
25.09,40.28,0,0,19.05
14.57,2992.28,0,1,54.07
7.12,846.82,0,0,15.37
31.66,2005.72,0,0,42.78
3.19,534.16,0,0,7.55
37.56,1742.78,0,0,43.46
16.22,2712.58,0,0,35.21
0.51,963.94,1,0,20.2
25.8,2012.41,0,0,36.78
2.82,567.77,0,0,12.8
14.17,1876.26,1,0,52.92
35.5,1012.67,1,0,43.15
3.6,637.57,1,0,18.94
42.05,942.98,0,0,36.9
0.69,540.63,0,0,8.57
12.72,2706.24,0,0,38.77
37.17,1194.57,0,0,32.53
16.16,739.61,1,0,28.08
5.54,1347.98,0,0,20.93
18.33,965.01,0,0,21.81
13.88,2234.54,0,0,34.7
42.21,2913.8,0,1,70.64
16.01,1316.91,0,0,29.11
39.55,2583.8,1,0,72.44
44.65,1699.76,1,0,61.13
21.97,475.92,1,1,38.6
45.54,2073.42,0,1,65.68
19.18,1542.74,0,0,31.9
48.22,1953.57,0,0,49.92
4.92,2669.61,0,0,32.4
34.51,1324.1,1,0,50.95
24.94,2704.03,0,0,40.69
19.69,2253.25,1,1,70.57
31.82,1468.37,0,0,32.4
35.34,1811.65,0,0,40.7
0.72,980.12,0,0,16.85
8.76,2950.87,0,0,31.45
35.8,2003.72,1,0,66.28
33.49,136.32,0,0,23.43
48.32,983.23,1,0,44.9
38.17,1871.83,1,0,61.77
47.56,173.72,0,0,33.25
35.28,76.53,1,1,40.67
15.25,1352.82,0,0,28.9
5.72,1001.41,0,0,14.46
39.2,1317.7,1,0,49.92
32.39,791.77,1,0,34.72
2.89,498.33,0,1,30.72
18.32,2068.98,0,1,51.45
47.86,1546.14,0,0,51.51
25.27,604.46,0,0,22.51
21.92,962.17,0,0,23.77
23.16,1777.46,1,1,66.77
10.84,221.33,0,0,16.08
18.75,446.62,0,0,17.93
18.81,224.37,0,0,16.96
3.09,2437.89,0,1,46.17
38.49,2258.47,0,0,46.93
21.12,2261.17,0,0,36.54
41.2,2150.39,1,0,68.26
42.59,2009.81,0,1,60.94
10.99,1433.59,0,0,24.81
33.04,1928.62,1,1,77.45
23.88,119.89,0,0,22.54
44.07,1866.29,0,0,43.6
11.18,2334.74,0,1,47.96
34.05,1503.57,0,1,50.0
30.58,1075.75,0,0,31.52
15.12,835.89,0,0,19.57
7.26,1930.19,1,0,47.83
32.76,2079.94,1,0,65.74
37.06,2613.55,0,0,43.35
16.12,1030.29,0,0,24.59
32.42,2310.47,0,0,43.16
20.06,1686.26,0,0,33.04
35.8,2649.1,0,0,47.15
10.36,1585.8,0,0,29.03
44.57,1555.3,0,0,45.12
14.73,1735.74,1,0,48.5
18.71,2249.2,0,0,38.83
3.38,2894.25,1,0,62.71
6.02,225.32,1,0,10.97
26.04,165.04,0,0,21.55
13.75,2812.96,1,0,66.21
41.86,1591.98,1,0,61.38
1.23,1846.63,0,0,23.27
19.27,1449.86,0,0,30.39
17.2,285.5,0,0,21.7
1.46,2305.43,1,1,65.07
6.66,2242.94,0,0,30.93
20.98,938.55,0,1,42.51
24.9,922.19,0,0,29.05
20.51,2514.33,0,0,39.58
26.78,221.71,0,0,19.32
29.96,2643.91,1,0,72.27
0.99,773.7,0,1,31.85
23.47,1780.99,1,0,51.66
48.19,2808.3,1,0,85.46
26.19,2035.98,0,0,37.39
34.04,1246.22,0,0,36.25
15.94,2070.15,1,0,54.76
38.81,1035.22,1,0,42.6
38.76,835.39,0,1,45.31
26.3,2990.07,0,0,43.06
48.81,2253.62,0,0,49.86
6.71,1935.94,1,0,49.06
1.34,1069.09,1,0,30.36
38.62,152.24,0,0,27.55
40.45,98.02,1,1,43.57
6.45,1664.77,0,0,24.56
13.65,2287.29,1,0,59.51
1.37,1614.45,0,1,37.54
15.02,2523.15,0,0,42.25
38.77,105.11,0,0,25.19
26.14,1103.42,0,0,32.46
17.73,715.03,0,1,38.2
18.9,1344.58,0,0,29.73
0.57,221.77,0,0,5.0
15.34,2862.62,0,0,43.62
32.5,673.65,0,0,27.67
48.72,2767.31,1,0,83.6
42.43,1280.55,1,0,48.12
1.67,2956.64,0,0,35.39
44.98,1664.4,0,1,59.22
39.27,2792.84,0,0,49.31
39.13,21.02,1,0,21.3
23.17,2245.98,1,1,77.72
20.2,2709.64,0,0,44.38
15.49,423.46,1,1,36.69
3.75,292.9,1,0,15.61
11.8,1276.59,1,0,36.21
12.71,2801.37,0,0,39.23
24.46,1629.45,0,0,31.23
37.5,1584.73,0,0,35.7
23.95,427.67,0,0,25.89
3.36,7.36,0,0,9.58
47.91,2431.37,0,0,49.79
47.16,267.29,0,0,31.64
39.37,1903.38,0,0,43.47
49.57,2744.28,0,0,56.54
27.45,629.91,0,0,24.0
48.16,1997.49,1,0,69.98
4.24,240.7,1,0,13.98
18.6,1813.25,0,0,33.44
11.66,495.98,0,0,15.49
10.19,2209.18,0,0,31.8
7.47,907.19,0,1,35.15
31.31,1392.86,1,0,49.67
39.18,1800.29,0,0,42.77
29.13,517.96,0,1,39.65
7.77,2226.21,1,0,54.27
40.65,911.41,0,0,33.27
31.98,1988.8,0,0,42.93
19.71,479.06,0,0,16.96
33.87,2065.91,0,0,41.57
13.37,388.92,0,0,17.1
17.59,1278.94,0,0,23.75
45.92,745.38,0,0,31.48
14.88,2246.38,1,0,57.53
23.76,789.79,0,0,20.54
44.56,2645.74,1,0,76.95
35.53,2676.0,0,0,51.42
3.58,593.34,0,0,12.21
7.79,1843.47,0,0,30.54
0.89,267.71,0,1,20.11
31.73,1177.65,0,0,32.41
22.66,2141.4,0,0,38.74
7.15,1979.97,1,0,45.25
47.92,1875.98,0,0,50.3
26.72,851.21,0,0,28.15
12.47,1137.18,1,0,29.96
25.28,313.32,0,0,20.68
34.14,2158.47,0,1,59.62
4.27,1514.15,1,0,35.94
14.1,2127.75,0,1,44.63
40.44,750.59,0,0,33.42
23.25,976.69,0,0,31.92
27.56,1005.97,0,1,42.87
21.92,82.1,0,0,20.71
2.67,1026.44,0,1,29.72
8.7,2410.9,1,0,58.11
22.55,2692.41,1,0,72.05
10.85,1557.06,0,0,25.98
2.97,1369.23,0,0,19.43
42.26,97.32,1,0,29.89
49.07,2638.22,0,0,60.65
39.76,43.97,0,0,26.07
42.76,2834.53,0,0,53.44
12.48,1470.2,1,0,40.17
48.05,1029.09,0,0,45.62
10.25,2773.03,1,0,65.92
47.6,78.05,0,0,28.09
49.74,1746.37,0,0,44.47
35.73,1649.05,0,1,49.79
49.07,661.86,0,0,37.06
28.69,1289.52,1,0,46.77
13.35,1958.53,1,0,49.85
22.13,2182.76,0,1,52.86
29.88,7.15,1,0,17.16
4.12,2810.88,1,0,63.61
31.31,497.75,0,0,26.83
49.07,704.57,0,0,35.24
9.91,794.1,0,0,22.12
39.73,118.27,0,1,38.96
45.44,373.54,0,1,47.16
47.21,2959.12,0,0,60.32
48.03,949.07,0,0,38.31
26.31,350.33,1,1,39.69
48.88,325.44,1,0,32.37
37.99,2159.78,0,0,48.98
8.5,2564.43,0,0,34.47
24.11,774.57,0,0,26.14
36.06,67.62,0,0,25.39
12.74,673.15,0,1,31.53
32.21,174.26,0,0,22.35
33.5,314.67,0,0,28.23
8.55,1297.37,0,0,19.46
28.47,693.61,0,0,31.49
38.7,1550.26,0,0,37.99
25.2,764.21,1,0,29.93
1.1,2821.91,1,0,62.32
0.95,2718.3,0,1,53.18
18.17,1702.58,0,0,26.33
46.35,1066.5,0,1,53.49
11.82,1146.53,0,0,23.57
31.9,1238.5,0,0,33.42
11.49,2184.1,0,0,33.54
16.42,1357.66,1,0,38.57
42.48,2570.91,0,0,50.45
36.58,2832.56,1,0,79.57
5.22,1011.16,0,0,14.9
21.72,1684.28,0,0,32.59
1.94,289.69,0,0,7.9
24.3,605.4,0,0,22.03
33.29,1243.33,0,0,34.88
6.37,622.58,0,0,9.86
14.8,2630.3,0,0,38.13
20.19,479.07,0,0,25.68
46.02,1369.7,0,0,38.99
49.67,1819.07,1,0,69.43
2.72,2077.13,0,0,27.27
38.17,1152.29,0,0,34.1
18.9,2607.95,0,0,37.23
19.93,1707.12,1,1,64.45
37.84,1321.33,0,0,40.76
45.96,206.39,0,1,44.07
47.57,1396.74,0,0,42.55
29.07,2463.1,0,1,61.69
18.18,1845.55,0,0,33.4
39.48,2497.33,1,0,70.76
12.92,1484.56,1,0,41.4
28.42,359.79,0,0,26.59
18.25,45.85,0,1,29.49
33.0,913.14,0,0,23.78
12.4,2095.48,0,1,48.13
9.98,2371.83,1,0,56.93
45.95,890.78,0,0,32.31
5.54,1489.48,0,0,18.47
25.54,1266.25,0,1,47.87
11.43,1234.52,1,0,33.58
2.43,697.89,0,0,10.92
2.28,413.43,0,0,10.19
9.17,594.08,0,0,13.92
43.41,170.72,0,1,43.66
14.48,598.4,1,0,23.7
47.55,32.56,0,0,26.1
29.29,1883.64,0,0,37.2
22.11,952.54,0,0,26.69
29.21,2919.57,1,0,78.1
26.08,585.18,0,0,23.69
38.06,1040.76,0,0,39.28
14.48,1076.73,0,0,24.84
17.98,30.31,0,0,16.42
44.76,2518.43,1,0,77.33
47.35,100.82,1,1,46.24
44.68,2820.84,0,1,69.47
21.26,2676.76,0,0,44.34
39.13,1608.89,1,0,56.47
24.08,1633.07,0,0,33.93
25.13,1963.06,0,0,37.6
10.63,1164.21,0,0,21.91
29.76,1943.43,0,0,46.66
9.71,139.08,0,0,9.58
16.91,166.87,1,0,15.1
42.82,1374.41,1,1,70.64
10.75,1651.12,0,0,25.4
4.02,2664.01,0,0,32.92
3.92,318.46,0,0,7.43
47.07,2468.83,0,0,54.45
25.59,634.09,0,0,25.4
20.77,1185.28,0,0,26.45
40.64,953.22,1,0,46.17
41.87,1203.47,1,0,45.36
16.94,455.73,0,0,16.26
34.83,1513.19,0,0,37.12
38.67,2405.92,0,1,60.46
32.91,1327.39,1,0,43.63
8.0,1474.39,0,0,22.98
43.86,2547.06,0,0,54.13
27.19,2119.64,0,0,42.99
14.48,1473.91,1,1,55.35
21.55,776.8,1,0,33.14
2.36,2655.36,0,0,34.32
6.83,1733.18,1,0,46.12
38.39,667.34,0,0,30.0
0.5,811.01,0,1,23.86
21.12,2410.38,1,0,63.94
26.36,137.22,1,0,18.39
3.2,2976.32,0,1,49.56
48.67,395.4,0,0,32.53
11.69,2389.23,1,0,57.78
15.56,1187.35,1,0,36.88
15.55,1479.19,1,0,44.11
11.91,2642.55,0,0,36.46
0.57,1241.67,1,0,31.11
36.6,1614.79,1,0,55.63
48.36,152.65,0,1,48.04
11.6,12.03,1,0,10.57
33.32,738.18,0,0,28.84
37.22,2043.35,0,0,43.11
42.5,368.19,0,1,44.52
21.42,345.72,0,0,17.21
15.5,1235.83,0,1,37.9
16.6,1945.27,1,0,54.15
35.77,2137.66,0,1,56.56
40.93,539.46,0,0,30.06
9.49,243.37,1,0,17.15
18.86,2821.49,0,0,41.76
45.15,785.7,0,0,37.5
40.43,2560.77,0,0,49.35
49.25,2591.16,0,0,52.91
37.84,2318.71,0,0,43.12
19.96,510.66,1,1,43.48
29.74,2466.3,0,0,41.69
33.22,2308.91,1,0,69.66
4.38,1792.19,0,0,22.61
27.45,1014.92,0,0,32.17
35.61,791.21,0,1,51.23
8.78,370.06,1,0,12.58
39.14,1531.72,0,0,37.18
29.4,1757.86,0,0,39.21
47.63,1081.22,0,1,55.91
2.6,1428.7,0,1,37.53
13.63,1093.73,0,0,21.32
30.28,1924.81,0,0,44.36
15.18,2704.27,0,0,39.93
35.86,495.94,1,0,29.81
38.07,1147.32,0,0,34.88
5.57,426.9,0,0,9.05
25.94,1876.71,0,0,40.71
25.69,2187.97,0,0,38.07
18.78,2796.08,1,0,71.54
46.68,840.22,0,0,35.57
41.46,2850.88,0,0,52.7
35.01,194.47,1,0,21.62
35.86,1811.03,0,0,42.54
23.35,176.11,0,0,21.69
46.09,2681.85,0,1,67.57
34.88,1591.78,1,0,50.41
36.58,2009.7,1,0,65.49
43.15,2495.56,1,1,87.37
14.07,455.18,0,0,19.63
40.45,120.58,1,1,40.38
10.16,2637.25,0,0,33.7
17.59,948.23,0,0,23.9
17.11,391.29,1,0,18.79
48.94,1408.04,0,0,41.78
42.9,1796.93,0,0,45.3
35.21,97.76,0,0,17.51
36.49,828.31,0,1,50.63
28.32,103.24,1,0,21.34
47.38,1263.9,0,0,38.1
25.06,2685.82,0,0,41.85
19.34,2948.04,0,0,46.63
8.57,1912.96,1,0,49.05
39.42,489.1,1,0,37.96
36.85,2718.02,0,0,48.9
19.53,1551.16,1,0,46.53
1.75,465.48,1,0,16.25
42.03,2765.57,0,0,55.41
1.07,2273.62,0,0,31.09
35.33,2196.46,0,0,42.84
48.53,2129.0,1,0,71.56
22.16,605.02,0,0,20.61
12.13,636.97,0,0,17.3
35.39,2066.44,0,0,45.11
40.95,663.07,1,0,34.6
27.55,1318.82,0,0,34.74
48.37,2347.1,1,0,73.28
3.06,2352.94,1,0,52.82
25.49,1362.52,0,1,49.48
36.06,2377.61,0,0,47.63
43.2,2516.67,0,0,52.62
9.37,1966.05,1,0,46.06
40.1,689.14,0,1,44.33
27.86,825.67,0,0,29.54
20.13,947.95,0,0,23.07
7.02,354.83,0,0,10.82
43.33,823.11,1,0,45.54
8.29,632.51,0,0,12.84
15.83,1368.71,1,0,40.96
14.86,2725.77,0,0,39.79
43.63,317.92,0,1,44.99
33.8,2162.2,1,0,63.85
39.94,2063.41,0,0,44.15
12.9,291.78,1,0,14.59
31.43,2768.1,0,0,49.6
28.8,1707.57,0,1,49.81
41.73,1094.36,0,0,39.23
45.35,2270.83,1,0,72.53
1.1,775.81,1,1,33.42
33.86,2082.06,0,0,42.16
3.07,123.94,0,0,6.75
27.67,2519.03,0,0,46.55
14.74,1347.27,0,1,39.92
15.69,1911.9,1,1,65.39
17.97,667.61,0,0,24.19
31.25,2032.84,1,0,62.55
17.04,2317.86,0,1,55.85
36.77,1422.27,1,0,54.98
20.52,1855.09,0,1,46.6
3.88,1371.7,0,0,23.13
39.3,2682.8,1,0,82.12
14.65,1496.12,0,0,31.12
21.92,2526.22,1,0,68.96
34.43,2405.05,1,0,72.73
16.96,1234.46,0,1,40.07
3.3,694.1,0,0,11.5
19.01,1221.22,0,1,40.84
47.25,2479.52,0,0,49.26
32.27,686.76,0,0,31.36
33.74,1575.69,0,1,51.92
31.8,2419.26,0,0,48.32
10.35,1063.67,0,0,17.73
21.21,1928.42,0,0,37.59
37.67,740.67,0,0,30.01
5.52,332.29,0,0,7.87
14.25,2384.18,0,1,55.04
14.18,301.41,0,1,32.87
21.88,817.79,0,0,24.65
49.03,2566.05,0,0,55.26
3.84,1042.68,0,0,18.45
26.18,2919.27,1,0,76.96
9.38,2939.3,0,0,37.1
48.55,808.49,0,1,51.33
6.11,127.73,1,0,15.51
20.48,2116.66,1,0,64.25
37.03,1355.7,0,1,55.98
35.38,306.75,0,0,26.95
21.43,2124.03,0,1,51.11
17.65,98.37,0,0,12.81
20.18,2611.24,1,0,65.48
13.58,420.26,0,1,29.61
10.66,386.3,1,0,23.44
24.41,531.14,0,1,42.03
13.79,2881.0,1,1,86.38
14.73,2081.04,0,0,30.77
33.01,2405.11,0,0,47.79
48.44,1195.92,0,0,40.58
30.38,1012.26,0,1,39.93
4.31,707.28,0,0,14.95
4.24,1444.54,1,0,33.91
47.6,1657.73,0,0,43.35
15.22,1897.17,1,0,49.93
5.06,775.07,0,1,29.03
30.15,2846.22,0,1,63.45
31.37,513.43,1,1,45.75
32.6,2897.13,0,0,45.58
13.74,49.49,0,0,16.16
1.25,1445.97,0,0,17.63
48.27,1003.44,0,0,36.79
12.92,1350.12,1,0,37.64
33.96,1714.14,0,1,53.85
35.48,1309.59,0,1,54.48
30.7,1247.47,1,1,60.97
15.99,2199.51,0,1,51.41
13.92,2059.2,0,1,48.24
30.08,2500.65,1,0,70.63
43.37,753.63,0,1,50.0
47.36,1830.54,1,0,60.46
5.74,1757.66,0,0,24.82
8.16,1112.36,1,0,34.23
47.26,1460.74,1,0,67.7
36.96,944.78,0,0,29.92
44.21,429.82,0,0,32.46
10.53,645.33,0,0,15.29
29.59,321.01,1,1,46.33
35.21,2050.79,0,1,54.73
34.17,1983.88,0,0,43.48
20.7,2852.07,0,0,40.35
1.26,2190.39,1,0,48.64
29.35,160.88,0,0,21.2
13.03,2653.31,0,0,40.72
22.79,2588.71,0,1,54.59
47.9,1332.74,0,0,43.94
20.25,1759.66,0,0,32.77
42.07,2928.35,0,0,56.0
9.83,1599.25,1,0,44.3
33.79,2716.44,1,0,73.02
48.86,253.7,0,0,33.99
5.54,577.2,0,1,27.12
0.91,1325.06,0,0,21.45
21.96,1756.35,0,0,34.38
5.08,2449.6,0,0,31.51
37.55,2964.85,0,0,51.95
45.77,1169.61,0,0,41.64
21.98,147.01,1,0,22.08
13.31,2404.51,1,0,58.41
22.0,1815.12,0,0,31.32
36.31,599.64,0,0,30.89
0.95,1487.01,1,0,31.59
29.68,2228.22,1,0,61.14
30.86,2312.38,0,0,40.9
32.07,1501.36,0,0,35.01
12.48,919.12,0,0,17.09
35.85,2921.36,0,0,47.29
5.02,1991.77,0,0,24.59
10.36,1227.67,0,0,24.06
43.93,844.99,0,0,32.24
37.07,2194.65,0,0,44.63
1.18,730.34,0,1,32.76
12.79,519.27,1,0,21.66
11.11,1591.85,0,1,42.33
13.9,873.51,0,1,33.32
12.75,1888.57,0,1,50.67
3.6,358.23,0,0,9.03
23.22,1966.55,0,0,35.7
36.77,853.47,0,0,35.21
30.53,5.73,0,0,19.87
33.81,385.17,0,0,25.88
4.52,2801.18,0,1,49.57
47.6,2602.73,1,0,80.17
42.01,704.66,0,0,33.98
40.35,2336.22,0,0,49.92
41.24,1827.67,0,0,42.29
46.67,2912.86,0,0,55.55
27.44,1123.95,0,0,28.44
10.41,2045.97,0,0,27.16
31.03,195.29,1,0,20.45
37.27,1191.76,1,1,63.21
37.03,2891.63,0,1,69.78
26.31,1619.25,1,0,52.72
3.89,867.2,0,1,24.66
18.87,365.21,1,0,21.13
46.08,2112.07,0,0,46.4
29.43,1936.34,0,0,39.44
27.15,1124.95,0,0,28.78
13.81,2853.07,0,0,41.91
18.74,71.5,1,0,15.75
44.82,914.65,1,0,40.96
33.49,2763.6,0,0,46.96
39.48,966.2,1,0,44.08
22.99,760.5,1,0,31.93
31.7,1604.99,0,0,33.38
12.79,2472.29,0,1,47.28
35.42,313.92,0,0,25.99
21.67,2829.35,0,0,40.62
22.41,2386.24,0,0,35.89
32.64,547.84,0,0,25.69
46.85,2137.46,0,0,48.58
3.67,1157.95,0,0,16.22
41.32,1209.87,1,0,48.1
14.97,2350.95,0,0,36.03
22.47,2888.54,0,0,43.32
1.58,384.33,0,0,9.81
15.4,1264.79,0,1,39.4
25.38,1445.42,0,0,32.56
3.28,1132.05,0,0,20.16
24.81,1092.75,0,0,30.43
46.39,161.54,0,1,48.03
5.72,2058.19,0,0,30.54
38.34,1311.46,0,0,37.88
20.78,588.41,0,0,20.19
32.93,2449.02,0,0,44.99
13.38,2408.67,0,1,48.58
8.39,1461.74,0,0,23.83
8.44,898.86,1,0,28.94
3.99,1916.09,0,1,39.34
9.69,868.02,1,1,42.11
33.38,711.84,1,0,34.23
44.14,2192.89,0,0,49.52
40.8,125.77,0,0,25.28
34.41,288.83,0,0,23.25
5.97,25.33,0,1,21.54
14.81,463.06,0,0,18.3
15.84,211.63,0,0,14.79
12.87,2987.43,0,0,40.24
25.99,869.99,0,0,27.35
27.01,452.06,1,0,26.51
18.17,726.78,0,0,24.17
18.01,2808.7,1,0,67.75
41.51,1562.88,1,0,56.55
39.57,1097.63,1,1,58.23
15.74,2620.81,1,0,64.42
45.73,1188.0,0,0,35.55
47.66,1008.35,0,0,40.78
16.67,625.81,0,0,21.51
18.04,1136.5,0,0,27.35
25.53,953.47,1,0,36.91
47.09,2033.53,1,0,67.01
43.88,872.3,0,0,33.66
5.58,1733.71,0,0,28.95
19.94,202.35,0,0,20.58
27.89,577.91,0,1,40.03
25.41,1225.18,0,0,28.67
10.1,2811.16,0,1,56.58
43.01,1134.87,1,1,62.47
34.01,1993.9,0,0,42.52
41.98,768.99,1,0,44.75
43.01,385.47,0,0,28.27
37.54,180.32,1,0,29.45
22.24,919.71,0,0,26.62
30.72,477.19,1,0,29.81
8.44,526.16,0,0,12.0
33.85,2283.47,0,0,42.95
9.37,52.44,0,0,10.93
34.85,1675.64,1,0,52.38
11.87,1141.49,0,0,22.67
6.32,1522.12,0,0,24.73
8.68,1690.68,0,0,28.71
0.6,943.54,0,0,11.24
36.08,888.85,1,0,44.11
36.75,2201.54,0,0,49.63
25.99,2614.47,0,0,45.16
8.49,581.78,1,0,18.28
4.64,297.37,1,1,27.45
1.45,2693.9,1,1,74.48
8.7,1052.94,0,0,20.56
44.6,1656.2,0,0,43.92
12.46,1081.83,0,0,22.75
18.04,381.78,1,0,21.43
5.71,1770.05,0,0,26.22
11.51,1577.8,0,0,25.38
26.2,612.97,0,0,23.38
30.58,1358.35,0,0,32.44
12.64,2391.86,1,0,63.95
3.36,1773.33,0,0,28.07
19.86,295.27,0,0,19.27
12.09,1646.32,1,0,47.29
11.37,2109.7,0,0,33.78
48.01,2379.15,0,0,53.25
31.01,1889.21,1,0,54.52
28.07,462.21,1,0,27.62
21.08,2131.97,0,0,36.02
21.73,2033.64,0,0,33.37
27.27,78.16,0,0,15.7
34.97,1238.18,1,0,48.48
35.26,1002.19,1,0,43.48
9.0,2009.89,0,0,26.68
25.26,652.33,0,0,22.29
20.89,1774.66,0,0,36.1
43.59,2740.05,0,0,52.0
31.76,2394.42,0,0,45.25
26.86,2764.77,1,0,73.25
6.21,2935.63,0,0,38.73
30.48,36.96,0,0,18.47
6.3,1870.11,0,0,27.08
17.19,1241.45,0,1,41.43
7.57,2580.26,0,0,35.16
34.76,759.19,0,0,30.17
10.71,2943.18,0,0,40.65
19.9,1843.06,0,0,38.86
44.84,2381.64,0,0,57.64
10.61,261.37,1,0,13.94
25.64,554.46,0,0,17.57
21.25,2276.42,0,0,39.88
1.4,70.85,1,1,22.58
39.74,2451.55,0,0,52.04
3.92,46.78,1,0,8.61
23.98,1973.07,0,0,36.87
28.25,1098.46,1,0,43.92
31.61,1836.43,1,0,60.7
34.59,2089.61,1,0,60.62
13.04,1030.71,0,0,19.78
0.99,328.35,0,0,8.52
36.31,213.59,0,0,25.54
27.02,1768.86,0,0,35.63
41.89,1564.36,1,0,58.32
41.16,2227.89,0,0,50.35
42.24,1531.66,0,0,45.75
24.51,1270.23,0,0,31.41
17.01,1197.27,0,0,23.35
39.68,84.21,1,0,26.16
22.84,1009.99,1,1,51.43
9.58,2928.18,0,0,40.36
42.82,2621.3,0,0,53.59
44.19,991.49,0,0,42.13
23.58,1765.45,0,1,48.29
4.25,2542.65,1,0,58.94
19.7,1326.62,1,0,47.27
40.28,58.78,0,1,39.26
45.14,228.16,0,1,45.21
10.57,1533.63,0,0,23.26
3.82,2908.47,0,1,51.2
43.93,2081.16,0,0,45.83
19.78,217.39,0,0,19.68
27.32,572.14,0,0,24.75
48.42,2315.11,0,1,65.02
3.79,2525.11,0,0,34.25
32.59,1855.0,1,0,58.84
4.17,1935.05,1,1,63.17
19.09,89.87,0,0,12.57
40.29,2486.45,0,0,50.93
21.96,2365.88,0,0,41.57
49.86,780.81,0,0,36.68
28.17,2127.49,0,0,37.21
16.4,648.49,1,1,41.06
11.4,125.79,0,0,15.03
17.85,607.4,0,0,22.81
18.94,539.99,0,0,18.8
3.9,1016.56,1,0,24.07
18.79,1258.26,1,0,38.48
23.48,1528.07,0,0,30.85
36.28,1432.88,0,0,38.58
33.01,815.67,0,1,44.4
35.58,92.37,0,0,21.83
0.91,1817.28,0,0,26.39
11.27,1190.26,0,1,37.89
33.25,899.52,0,0,31.71
24.46,2601.49,0,0,38.93
0.76,2241.5,0,1,36.74
40.32,2574.01,1,0,73.05
38.75,1487.47,0,0,38.05
27.65,397.14,0,0,24.24
3.79,2090.18,0,0,21.94
38.44,622.19,0,0,34.43
29.39,1326.48,0,0,33.39
39.21,199.68,0,0,30.0
37.71,2476.8,0,0,46.41
40.25,382.19,0,0,30.21
26.14,2709.78,0,0,45.38
7.45,2593.37,0,0,36.7
33.72,1396.43,1,0,49.21
31.21,2234.38,0,0,44.13
37.24,1860.24,0,0,44.98
8.91,2410.21,0,0,31.93
10.15,1298.26,1,0,36.65
44.58,2358.5,0,0,46.15
37.62,1390.06,1,1,68.37
45.46,2823.19,1,0,89.08
38.06,1461.68,0,0,35.53
30.06,1390.54,0,0,33.71
32.88,2356.29,0,0,47.2
44.51,2465.63,1,0,76.65
29.15,1665.69,0,0,36.65
31.8,543.49,0,1,40.36
8.25,1405.94,0,0,22.11
23.96,2904.38,0,0,45.81
35.96,2260.19,0,1,60.69
13.91,2434.43,0,0,33.35
10.51,103.31,0,0,11.12
16.03,1406.24,0,1,46.0
12.45,1941.63,0,0,29.6
